,Node/Line,Generator_ID,Parameter,Category,Case,Scenario,Year,Climate Year,Value,Simulation_ID,Node 1,Path,Simulation_type,Sector
11531,ES00-PT00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,4200.0,NT2025-1984,,,IoSN Lite,Electricity
11532,FI00-SE01,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,2000.0,NT2025-1984,,,IoSN Lite,Electricity
11533,FI00-SE03,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1200.0,NT2025-1984,,,IoSN Lite,Electricity
11534,FR00-ITN1,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,4100.0,NT2025-1984,,,IoSN Lite,Electricity
11535,FR00-LUF1,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,380.0,NT2025-1984,,,IoSN Lite,Electricity
11536,FR00-UK00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,4000.0,NT2025-1984,,,IoSN Lite,Electricity
11537,FR15-ITCO,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,120.0,NT2025-1984,,,IoSN Lite,Electricity
11538,GR00-GR03,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,800.0,NT2025-1984,,,IoSN Lite,Electricity
11539,GR00-ITS1,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,500.0,NT2025-1984,,,IoSN Lite,Electricity
11540,GR00-MK00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1100.0,NT2025-1984,,,IoSN Lite,Electricity
11541,GR00-TR00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,660.0,NT2025-1984,,,IoSN Lite,Electricity
11542,HR00-HU00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1700.0,NT2025-1984,,,IoSN Lite,Electricity
11543,HR00-RS00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,500.0,NT2025-1984,,,IoSN Lite,Electricity
11544,HR00-SI00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,2000.0,NT2025-1984,,,IoSN Lite,Electricity
11545,HU00-RO00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1000.0,NT2025-1984,,,IoSN Lite,Electricity
11546,HU00-RS00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,600.0,NT2025-1984,,,IoSN Lite,Electricity
11547,HU00-SI00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1200.0,NT2025-1984,,,IoSN Lite,Electricity
11548,HU00-SK00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1800.0,NT2025-1984,,,IoSN Lite,Electricity
11549,HU00-UA01,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,450.0,NT2025-1984,,,IoSN Lite,Electricity
11550,IE00-UK00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,500.0,NT2025-1984,,,IoSN Lite,Electricity
11551,IE00-UKNI,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1250.0,NT2025-1984,,,IoSN Lite,Electricity
11552,ITCN-ITCO,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,400.0,NT2025-1984,,,IoSN Lite,Electricity
11553,ITCN-ITCS,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1400.0,NT2025-1984,,,IoSN Lite,Electricity
11554,ITCN-ITN1,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,2000.0,NT2025-1984,,,IoSN Lite,Electricity
11555,ITCO-ITSA,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,420.0,NT2025-1984,,,IoSN Lite,Electricity
11556,ITCS-ITS1,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,9999.0,NT2025-1984,,,IoSN Lite,Electricity
11557,ITCS-ITSA,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,720.0,NT2025-1984,,,IoSN Lite,Electricity
11558,ITCS-ME00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,600.0,NT2025-1984,,,IoSN Lite,Electricity
11559,ITN1-SI00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,650.0,NT2025-1984,,,IoSN Lite,Electricity
11560,ITS1-ITSI,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1100.0,NT2025-1984,,,IoSN Lite,Electricity
11561,ITSI-MT00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,200.0,NT2025-1984,,,IoSN Lite,Electricity
11562,LT00-LV00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,950.0,NT2025-1984,,,IoSN Lite,Electricity
11563,LT00-PL00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,500.0,NT2025-1984,,,IoSN Lite,Electricity
11564,LT00-SE04,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,700.0,NT2025-1984,,,IoSN Lite,Electricity
11565,ME00-RS00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,600.0,NT2025-1984,,,IoSN Lite,Electricity
11566,MK00-RS00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,400.0,NT2025-1984,,,IoSN Lite,Electricity
11567,NL00-NOS0,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,700.0,NT2025-1984,,,IoSN Lite,Electricity
11568,NL00-UK00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1000.0,NT2025-1984,,,IoSN Lite,Electricity
11569,NOM1-NON1,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1300.0,NT2025-1984,,,IoSN Lite,Electricity
11570,NOM1-NOS0,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1400.0,NT2025-1984,,,IoSN Lite,Electricity
11571,NOM1-SE02,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,600.0,NT2025-1984,,,IoSN Lite,Electricity
11572,NON1-SE01,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,700.0,NT2025-1984,,,IoSN Lite,Electricity
11573,NON1-SE02,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,250.0,NT2025-1984,,,IoSN Lite,Electricity
11574,NOS0-SE03,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,2145.0,NT2025-1984,,,IoSN Lite,Electricity
11575,NOS0-UK00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,2800.0,NT2025-1984,,,IoSN Lite,Electricity
11576,PL00-SE04,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,600.0,NT2025-1984,,,IoSN Lite,Electricity
11577,PLE0-SK00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,990.0,NT2025-1984,,,IoSN Lite,Electricity
11578,PLI0-PL00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,2000.0,NT2025-1984,,,IoSN Lite,Electricity
11579,RO00-RS00,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,1000.0,NT2025-1984,,,IoSN Lite,Electricity
11580,RO00-UA01,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,150.0,NT2025-1984,,,IoSN Lite,Electricity
11581,SE01-SE02,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,3300.0,NT2025-1984,,,IoSN Lite,Electricity
11582,SE02-SE03,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,8100.0,NT2025-1984,,,IoSN Lite,Electricity
11583,SE03-SE04,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,7200.0,NT2025-1984,,,IoSN Lite,Electricity
11584,SK00-UA01,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,400.0,NT2025-1984,,,IoSN Lite,Electricity
11585,UK00-UKNI,,Export Capacity,Interconnection,Reference Grid,National Trends,2025,1984,450.0,NT2025-1984,,,IoSN Lite,Electricity
11586,AL00-GR00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-250.0,NT2025,,,IoSN Lite,Electricity
11587,AL00-ME00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-350.0,NT2025,,,IoSN Lite,Electricity
11588,AL00-MK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-500.0,NT2025,,,IoSN Lite,Electricity
11589,AL00-RS00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-500.0,NT2025,,,IoSN Lite,Electricity
11590,AT00-CH00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1200.0,NT2025,,,IoSN Lite,Electricity
11591,AT00-CZ00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-900.0,NT2025,,,IoSN Lite,Electricity
11592,AT00-DE00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-5400.0,NT2025,,,IoSN Lite,Electricity
11593,AT00-HU00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-800.0,NT2025,,,IoSN Lite,Electricity
11594,AT00-ITN1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-500.0,NT2025,,,IoSN Lite,Electricity
11595,AT00-SI00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-950.0,NT2025,,,IoSN Lite,Electricity
11596,BA00-HR00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-700.0,NT2025,,,IoSN Lite,Electricity
11597,BA00-ME00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-750.0,NT2025,,,IoSN Lite,Electricity
11598,BA00-RS00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-600.0,NT2025,,,IoSN Lite,Electricity
11599,BE00-DE00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1000.0,NT2025,,,IoSN Lite,Electricity
11600,BE00-FR00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-4300.0,NT2025,,,IoSN Lite,Electricity
11601,BE00-LUG1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-180.0,NT2025,,,IoSN Lite,Electricity
11602,BE00-NL00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-2400.0,NT2025,,,IoSN Lite,Electricity
11603,BE00-UK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1000.0,NT2025,,,IoSN Lite,Electricity
11604,BG00-GR00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-800.0,NT2025,,,IoSN Lite,Electricity
11605,BG00-MK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-400.0,NT2025,,,IoSN Lite,Electricity
11606,BG00-RO00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1100.0,NT2025,,,IoSN Lite,Electricity
11607,BG00-RS00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-400.0,NT2025,,,IoSN Lite,Electricity
11608,BG00-TR00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-500.0,NT2025,,,IoSN Lite,Electricity
11609,CH00-DE00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-2700.0,NT2025,,,IoSN Lite,Electricity
11610,CH00-FR00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-3700.0,NT2025,,,IoSN Lite,Electricity
11611,CH00-ITN1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1700.0,NT2025,,,IoSN Lite,Electricity
11612,CZ00-DE00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1500.0,NT2025,,,IoSN Lite,Electricity
11613,CZ00-PLE0,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-800.0,NT2025,,,IoSN Lite,Electricity
11614,CZ00-SK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1100.0,NT2025,,,IoSN Lite,Electricity
11615,DE00-DEKF,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-400.0,NT2025,,,IoSN Lite,Electricity
11616,DE00-DKE1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-585.0,NT2025,,,IoSN Lite,Electricity
11617,DE00-DKW1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-3500.0,NT2025,,,IoSN Lite,Electricity
11618,DE00-FR00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-3000.0,NT2025,,,IoSN Lite,Electricity
11619,DE00-LUG1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1000.0,NT2025,,,IoSN Lite,Electricity
11620,DE00-LUV1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1300.0,NT2025,,,IoSN Lite,Electricity
11621,DE00-NL00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-5000.0,NT2025,,,IoSN Lite,Electricity
11622,DE00-NOS0,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1400.0,NT2025,,,IoSN Lite,Electricity
11623,DE00-PLE0,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-3000.0,NT2025,,,IoSN Lite,Electricity
11624,DE00-SE04,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-615.0,NT2025,,,IoSN Lite,Electricity
11625,DE00-UK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1400.0,NT2025,,,IoSN Lite,Electricity
11626,DEKF-DKKF,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-400.0,NT2025,,,IoSN Lite,Electricity
11627,DKE1-DKKF,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-600.0,NT2025,,,IoSN Lite,Electricity
11628,DKE1-DKW1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-590.0,NT2025,,,IoSN Lite,Electricity
11629,DKE1-SE04,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1300.0,NT2025,,,IoSN Lite,Electricity
11630,DKW1-NL00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-700.0,NT2025,,,IoSN Lite,Electricity
11631,DKW1-NOS0,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1640.0,NT2025,,,IoSN Lite,Electricity
11632,DKW1-SE03,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-680.0,NT2025,,,IoSN Lite,Electricity
11633,DKW1-UK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1400.0,NT2025,,,IoSN Lite,Electricity
11634,EE00-FI00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1000.0,NT2025,,,IoSN Lite,Electricity
11635,EE00-LV00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-900.0,NT2025,,,IoSN Lite,Electricity
11636,ES00-FR00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-5000.0,NT2025,,,IoSN Lite,Electricity
11637,ES00-PT00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-3500.0,NT2025,,,IoSN Lite,Electricity
11638,FI00-SE01,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-2000.0,NT2025,,,IoSN Lite,Electricity
11639,FI00-SE03,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1200.0,NT2025,,,IoSN Lite,Electricity
11640,FR00-ITN1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-2000.0,NT2025,,,IoSN Lite,Electricity
11641,FR00-UK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-4000.0,NT2025,,,IoSN Lite,Electricity
11642,FR15-ITCO,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-180.0,NT2025,,,IoSN Lite,Electricity
11643,GR00-GR03,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-800.0,NT2025,,,IoSN Lite,Electricity
11644,GR00-ITS1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-500.0,NT2025,,,IoSN Lite,Electricity
11645,GR00-MK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-850.0,NT2025,,,IoSN Lite,Electricity
11646,GR00-TR00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-580.0,NT2025,,,IoSN Lite,Electricity
11647,HR00-HU00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1700.0,NT2025,,,IoSN Lite,Electricity
11648,HR00-RS00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-500.0,NT2025,,,IoSN Lite,Electricity
11649,HR00-SI00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-2000.0,NT2025,,,IoSN Lite,Electricity
11650,HU00-RO00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1100.0,NT2025,,,IoSN Lite,Electricity
11651,HU00-RS00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-600.0,NT2025,,,IoSN Lite,Electricity
11652,HU00-SI00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1200.0,NT2025,,,IoSN Lite,Electricity
11653,HU00-SK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-2600.0,NT2025,,,IoSN Lite,Electricity
11654,HU00-UA01,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-650.0,NT2025,,,IoSN Lite,Electricity
11655,IE00-UK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-500.0,NT2025,,,IoSN Lite,Electricity
11656,IE00-UKNI,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1200.0,NT2025,,,IoSN Lite,Electricity
11657,ITCN-ITCO,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-400.0,NT2025,,,IoSN Lite,Electricity
11658,ITCN-ITCS,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-2600.0,NT2025,,,IoSN Lite,Electricity
11659,ITCN-ITN1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-4100.0,NT2025,,,IoSN Lite,Electricity
11660,ITCO-ITSA,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-480.0,NT2025,,,IoSN Lite,Electricity
11661,ITCS-ITS1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-5600.0,NT2025,,,IoSN Lite,Electricity
11662,ITCS-ITSA,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-890.0,NT2025,,,IoSN Lite,Electricity
11663,ITCS-ME00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-600.0,NT2025,,,IoSN Lite,Electricity
11664,ITN1-SI00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-600.0,NT2025,,,IoSN Lite,Electricity
11665,ITS1-ITSI,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1200.0,NT2025,,,IoSN Lite,Electricity
11666,ITSI-MT00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-200.0,NT2025,,,IoSN Lite,Electricity
11667,LT00-LV00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-950.0,NT2025,,,IoSN Lite,Electricity
11668,LT00-PL00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-500.0,NT2025,,,IoSN Lite,Electricity
11669,LT00-SE04,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-700.0,NT2025,,,IoSN Lite,Electricity
11670,ME00-RS00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-600.0,NT2025,,,IoSN Lite,Electricity
11671,MK00-RS00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-650.0,NT2025,,,IoSN Lite,Electricity
11672,NL00-NOS0,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-700.0,NT2025,,,IoSN Lite,Electricity
11673,NL00-UK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1000.0,NT2025,,,IoSN Lite,Electricity
11674,NOM1-NON1,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1300.0,NT2025,,,IoSN Lite,Electricity
11675,NOM1-NOS0,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1400.0,NT2025,,,IoSN Lite,Electricity
11676,NOM1-SE02,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-1000.0,NT2025,,,IoSN Lite,Electricity
11677,NON1-SE01,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-600.0,NT2025,,,IoSN Lite,Electricity
11678,NON1-SE02,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-300.0,NT2025,,,IoSN Lite,Electricity
11679,NOS0-SE03,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-2095.0,NT2025,,,IoSN Lite,Electricity
11680,NOS0-UK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-2800.0,NT2025,,,IoSN Lite,Electricity
11681,PL00-SE04,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-600.0,NT2025,,,IoSN Lite,Electricity
11682,PLE0-PL00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-3000.0,NT2025,,,IoSN Lite,Electricity
11683,PLI0-SK00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-990.0,NT2025,,,IoSN Lite,Electricity
11684,RO00-RS00,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-800.0,NT2025,,,IoSN Lite,Electricity
11685,RO00-UA01,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-150.0,NT2025,,,IoSN Lite,Electricity
11686,SE01-SE02,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-3300.0,NT2025,,,IoSN Lite,Electricity
11687,SE02-SE03,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-8100.0,NT2025,,,IoSN Lite,Electricity
11688,SE03-SE04,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-3600.0,NT2025,,,IoSN Lite,Electricity
11689,SK00-UA01,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-400.0,NT2025,,,IoSN Lite,Electricity
11690,UK00-UKNI,,Import Capacity,Interconnection,Reference Grid,National Trends,2025,1984,-500.0,NT2025,,,IoSN Lite,Electricity
11691,AL00-GR00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,1217.05288126,NT2025-1982,,,IoSN Lite,Electricity
11692,AL00-ME00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,134.29397061,NT2025-1982,,,IoSN Lite,Electricity
11693,AL00-MK00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,406.83270245,NT2025-1982,,,IoSN Lite,Electricity
11694,AL00-RS00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,32.24405644,NT2025-1982,,,IoSN Lite,Electricity
11695,AT00-CH00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,1962.54313628,NT2025-1982,,,IoSN Lite,Electricity
11696,AT00-CZ00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,585.82206599,NT2025-1982,,,IoSN Lite,Electricity
11697,AT00-DE00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,7910.53072757,NT2025-1982,,,IoSN Lite,Electricity
11698,AT00-HU00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,1886.90906637,NT2025-1982,,,IoSN Lite,Electricity
11699,AT00-ITN1,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,4351.42094006,NT2025-1982,,,IoSN Lite,Electricity
11700,AT00-SI00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,1779.49330369,NT2025-1982,,,IoSN Lite,Electricity
11701,BA00-HR00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,5399.14008004,NT2025-1982,,,IoSN Lite,Electricity
11702,BA00-ME00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,2890.60355302,NT2025-1982,,,IoSN Lite,Electricity
11703,BA00-RS00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,780.56625197,NT2025-1982,,,IoSN Lite,Electricity
11704,BE00-DE00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,2682.8117309,NT2025-1982,,,IoSN Lite,Electricity
11705,BE00-FR00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,595.46779783,NT2025-1982,,,IoSN Lite,Electricity
11706,BE00-LUB1,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,527.77667829,NT2025-1982,,,IoSN Lite,Electricity
11707,BE00-LUG1,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,1494.80410276,NT2025-1982,,,IoSN Lite,Electricity
11708,BE00-NL00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,4070.74368805,NT2025-1982,,,IoSN Lite,Electricity
11709,BE00-UK00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,940.87938906,NT2025-1982,,,IoSN Lite,Electricity
11710,BG00-GR00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,5481.10287111,NT2025-1982,,,IoSN Lite,Electricity
11711,BG00-MK00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,379.98221,NT2025-1982,,,IoSN Lite,Electricity
11712,BG00-RO00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,82.05658552,NT2025-1982,,,IoSN Lite,Electricity
11713,BG00-RS00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,152.72192503,NT2025-1982,,,IoSN Lite,Electricity
11714,BG00-TR00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,7821.94633008,NT2025-1982,,,IoSN Lite,Electricity
11715,CH00-DE00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,8391.95213313,NT2025-1982,,,IoSN Lite,Electricity
11716,CH00-FR00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,417.67330692,NT2025-1982,,,IoSN Lite,Electricity
11717,CH00-ITN1,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,25988.89333302,NT2025-1982,,,IoSN Lite,Electricity
11718,CZ00-DE00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,4262.1332492,NT2025-1982,,,IoSN Lite,Electricity
11719,CZ00-PLI0,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,1864.30776301,NT2025-1982,,,IoSN Lite,Electricity
11720,CZ00-SK00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,4475.20850579,NT2025-1982,,,IoSN Lite,Electricity
11721,DE00-DEKF,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,311.40052992,NT2025-1982,,,IoSN Lite,Electricity
11722,DE00-DKE1,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,2253.69003072,NT2025-1982,,,IoSN Lite,Electricity
11723,DE00-DKW1,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,5141.63574121,NT2025-1982,,,IoSN Lite,Electricity
11724,DE00-FR00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,2638.15815051,NT2025-1982,,,IoSN Lite,Electricity
11725,DE00-LUG1,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,4354.95525995,NT2025-1982,,,IoSN Lite,Electricity
11726,DE00-LUV1,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,237.85073173,NT2025-1982,,,IoSN Lite,Electricity
11727,DE00-NL00,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,5239.865419899999,NT2025-1982,,,IoSN Lite,Electricity
11728,DE00-NOS0,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,5203.39659193,NT2025-1982,,,IoSN Lite,Electricity
11729,DE00-PLI0,,Flow,Interconnection,Reference Grid,National Trends,2025,1982,7582.39067283,NT2025-1982,,,IoSN Lite,Electricity
